"Client ID",Name,Age,"Location ID","Joined Bank","Banking Contact",Nationality,Occupation,"Fee Structure","Loyalty Classification","Estimated Income","Superannuation Savings","Amount of Credit Cards","Credit Card Balance","Bank Loans","Bank Deposits","Checking Accounts","Saving Accounts","Foreign Currency Account","Business Lending","Properties Owned","Risk Weighting",Gender,InvestmentAdvisor,BankingRelationship,High_Potential_Lead
IND71090,"Mary Martinez",18,7217,22/06/21,"Jerry Green",Asian,"Environmental specialist",Low,Jade,71411.33,4823.01,3,180.55,325297.05,245247.34,103548.88,168948.17,335.83,395131.85,1,1,Female,"Nicholas Ward","Private Bank",No
IND60722,"Larry Bowman",76,33141,17/04/19,"Joe Hanson",European,"Marketing manager",High,Platinum,198017.13,15203.16,1,2452.5,1069184.1,407035.7,140481.35,199951.79,33131.11,867514.93,3,2,Male,"Victor Dean",Commercial,No
IND77027,"Laura Burton",28,42731,06/06/01,"Benjamin Kim",European,"Research assistant ii",Mid,Silver,70495.44,11339.19,1,1975.41,216251.88,342290.02,307283.09,86583.82,16865.32,176758.72,2,1,Male,"Jeremy Porter",Retail,No
IND45186,"Gregory Price",49,41911,16/09/18,"Victor Martinez",European,"Systems administrator i",High,Silver,96190.36,29582.24,1,661.74,684939.18,605732.45,291648.96,209987.25,23267.91,195103.9,3,1,Female,"Ernest Knight",Retail,No
IND84015,"Kelly GoPKRalez",76,1178,30/01/04,"Anthony Torres",European,"Accounting assistant iv",Mid,Silver,234323.74,51258.31,1,5762.91,1467976.67,650421.08,207866.53,518191.15,3080.31,908973.2,3,3,Female,"Eric Shaw",Retail,No
IND66550,"Patricia George",78,868,12/02/96,"Joshua Bennett",Asian,"Software consultant",Mid,Silver,91924.73,59506.26,1,5841.58,1344156.26,0,0,0,81434.11,1195526.28,0,4,Female,"Kevin Kim",Institutional,No
IND91538,"Shawn Hill",35,4581,14/03/04,"Victor Ramos",European,"Budget/accounting analyst i",High,Jade,473184.82,23686.46,2,2894.9,1595011.28,165852.29,98003.63,62270,6270.5,412057.18,2,4,Female,"Eugene Cunningham","Private Bank",No
IND30644,"Chris Hill",46,31647,27/05/08,"Chris Armstrong",American,"Programmer analyst i",High,Silver,202980.69,24450.97,1,2407.49,734192.11,811487.49,811487.49,205126,1680.18,1592898.72,0,4,Female,"Joe Carroll","Private Bank",No
IND78937,"Andrew Martinez",63,34753,06/04/20,"Bobby Burton",Asian,"Accountant iii",Mid,Silver,84601.66,6177.33,1,3009.05,429537.23,895244.83,407451.17,178073.38,4299.61,258774.75,1,1,Female,"Steve Sanchez","Private Bank",No
IND25670,"Johnny Watkins",29,8353,28/11/05,"Dennis Morris",European,"Account representative iv",Low,Silver,59708.25,56647.5,2,4592.3,404115.08,2345848.66,567296.74,589221.99,46247.69,2494142.89,2,3,Female,"Lawrence Sanchez","Private Bank",No
IND58212,"Alan Wheeler",59,38504,03/06/15,"Joshua Bennett",Asian,"Research nurse",Mid,Jade,162559.04,31014,1,5916.8,739928.32,106405.89,32586.8,30186.02,29937.28,364451.84,1,1,Female,"Peter Castillo","Private Bank",Yes
IND74531,"Edward Mitchell",37,5746,21/02/21,"Shawn Cook",European,"Safety technician iii",Mid,Silver,216722.12,35115.8,1,7380.73,0,1626699.65,489147.45,667856.9,21932.98,1678425.39,0,5,Female,"Victor Gutierrez","Private Bank",No
IND49953,"Harry Smith",53,25812,03/01/99,"Anthony Simpson",Asian,"Computer systems analyst iv",High,Jade,428363.55,46266.3,2,2560.73,825031.4,254964.46,112721.13,127643.26,55129.55,1196463.06,3,4,Female,"Daniel Carroll","Private Bank",No
IND88814,"Aaron Edwards",48,2363,17/04/00,"Ernest Rivera",Asian,Pharmacist,High,Jade,195942.17,55171.6,2,7708.61,1747294.72,921893.17,417836.47,284659.39,112205.36,195747.47,0,4,Female,"Carl Anderson",Commercial,No
IND49516,"Kenneth Riley",50,35647,04/08/20,"Joe Price",European,"Web developer iv",High,Gold,100945.48,33938.46,2,4280.74,1488351,958002.59,271132.81,271735.33,27191.1,716923.99,2,2,Female,"Nicholas Ward",Commercial,No
IND17543,"Kevin Ellis",82,899,08/07/15,"Anthony Simpson",European,"Computer systems analyst ii",High,Platinum,266108.68,8389.02,1,557.04,602721.03,39035.57,41037.39,4864.43,19652.37,424460.04,3,2,Male,"Fred Bryant",Retail,No
IND54739,"Sean Chavez",24,4701,25/01/01,"Bruce Porter",Asian,"Marketing manager",High,Jade,136517.33,16272.62,1,4758.85,833335.07,65946.87,34407.06,52604.57,53509.64,345459.28,2,4,Male,"Ryan Taylor",Institutional,No
IND53005,"Janet Nguyen",60,17118,02/12/96,"Chris Armstrong",Asian,"Engineer iv",High,Silver,82561.55,18069.64,2,1565.98,90144.59,76544.84,126073.86,20411.96,9492.09,330864.37,0,1,Female,"Nicholas Morrison",Commercial,No
IND99246,"Richard Gomez",43,10714,10/10/15,"Nicholas Cunningham",American,"Executive secretary",Mid,Platinum,235695.74,19555.95,1,7227.13,77362.79,981482.26,654321.51,592273.78,14202.1,871087.37,2,4,Male,"Jack Phillips",Retail,No
IND79699,"Ernest Long",44,36679,27/09/12,"Phillip Peters",Asian,"Programmer analyst ii",High,Jade,59762.85,4970.89,2,1420.68,256985.09,126048.49,84032.32,17286.65,8019.07,465859.42,0,1,Female,"Juan Ramirez",Retail,No
IND81435,"Roger Spencer",80,870,16/11/09,"Bruce Butler",European,"Community outreach specialist",High,Jade,329678.7,43425.69,1,3289.29,757623.3,316130.58,351822.74,172291.16,39091.9,176177.31,3,3,Male,"Gregory Boyd",Retail,No
IND44710,"Paul Boyd",40,11856,28/06/18,"Victor Martinez",European,"Budget/accounting analyst ii",Low,Platinum,73487.4,42877.11,1,3080.59,369800.94,322387.4,150794.11,284272.89,16929.27,93946.8,1,2,Female,"Victor Dean",Institutional,No
IND69069,"Donald Butler",21,5292,15/03/18,"Gregory Simmons",American,"Help desk technician",High,Gold,102452.22,15198.68,1,28.01,214464.31,307762.4,138868.4,234087.09,19838.82,285724.57,2,1,Male,"Jeremy Porter",Institutional,No
IND94927,"Betty Rose",28,40673,15/03/02,"Stephen Payne",European,"Social worker",Low,Platinum,26171.5,9578.4,1,2609.83,676530.61,368643.58,215695.71,213538.75,30805.4,521730.82,1,1,Female,"Ernest Knight","Private Bank",No
IND21170,"Phyllis Lawrence",50,36544,30/05/03,"Nicholas Cunningham",Asian,"Statistician iv",High,Gold,202295.22,26062.22,2,4071.5,214711.06,404575.54,296207.09,37062.01,46494.91,1263947.73,2,2,Male,"Eric Shaw","Private Bank",Yes
IND28755,"Eugene Robinson",43,32919,24/12/20,"Chris Armstrong",Asian,"Engineer i",High,Jade,98325.12,42326.4,1,1172.81,821532.6,360444.89,188804.47,153789.82,4659.48,1272622.18,3,2,Male,"Joe Carroll","Private Bank",No
IND29416,"Sharon Cook",85,2381,23/08/05,"Frank Brown",European,"Internal auditor",High,Platinum,66889.57,5156.8,2,324.06,422696.49,173410.99,63443.05,94741.62,23387.19,84366.59,1,1,Female,"Steve Sanchez","Private Bank",No
IND61034,"Thomas Jenkins",46,9519,25/04/95,"Jeremy Vasquez",European,"Account representative iii",Mid,Jade,258230.37,10956.92,1,466.93,1294321.35,1120446.35,330491.37,437538.33,62722.69,2502530.26,0,3,Female,"Lawrence Sanchez","Private Bank",Yes
IND78545,"Marilyn Flores",74,291,14/08/00,"Benjamin Kim",American,"Assistant professor",Mid,Gold,160452.71,20490.24,2,7265.87,1207473.72,243863.04,188703.54,108722.27,27445.99,1886543.9,1,5,Male,"Peter Castillo","Private Bank",No
IND98856,"Lisa Owens",32,21238,20/07/20,"Roger Alexander",Australian,"Account executive",Mid,Jade,88492.45,32749.86,3,6858.09,649790.67,593455.89,293467.2,448352.67,26095.09,1582188.92,2,3,Male,"Victor Gutierrez","Private Bank",No
IND76287,"Christine Stephens",26,19265,27/02/16,"Dennis Morris",Australian,"Vp marketing",High,Silver,201968.19,61581.24,1,5404.02,1368188.09,1234416.49,840453.78,496393.01,37952.12,1668971.99,2,3,Female,"Daniel Carroll",Commercial,Yes
IND35316,"Harry Holmes",37,31390,06/11/05,"Dennis Morris",Asian,"Office assistant i",Low,Gold,90677.95,2017.4,2,1445.71,66006.57,369235.45,221541.27,115318.06,3017.44,442531.9,2,1,Female,"Nicholas Ward",Retail,No
IND84401,"Steve Dean",45,17062,23/03/04,"Jonathan Hawkins",Australian,Librarian,High,Gold,82847.03,10579.84,3,5702.53,878032.06,1193658.09,716194.85,226244.12,14165.63,1420808.9,1,2,Male,"Victor Dean",Institutional,No
IND49213,"Ryan Sanchez",20,35489,21/07/96,"Joshua Little",Asian,"Staff accountant ii",High,Jade,201867.47,11760,2,1309.11,1286811.44,465096.93,313845.89,52068.17,37946.98,1169189.59,0,2,Female,"Jeremy Porter","Private Bank",No
IND97338,"Barbara Duncan",37,18640,26/08/07,"Phillip Peters",Asian,"Speech pathologist",High,Gold,27107.94,20852.16,1,567.38,132835.35,173962.47,100715.11,101356.03,24574.68,196701.15,0,1,Male,"Ernest Knight",Commercial,No
IND76090,"Martin Morrison",57,16232,27/09/20,"Joshua Little",Asian,"Speech pathologist",High,Jade,117682.74,34088.67,1,395.48,594429.73,2311699.75,1208049.55,297538.13,61770.46,1528636.54,2,2,Male,"Eric Shaw",Retail,No
IND90141,"Helen Evans",72,9804,15/01/18,"Mark Montgomery",European,"Financial advisor",Mid,Platinum,17723.13,3331.5,1,81.32,375034.47,144824.7,67675.09,79179.86,16634.22,302632.65,0,1,Male,"Victor Rogers",Retail,No
IND59125,"Diana Daniels",28,32599,26/07/03,"Keith Griffin",American,"Accountant i",High,Platinum,327602.7,51064.26,1,2176.04,501402.1,644225.2,583284.98,258560.66,48517.12,460534.03,1,3,Female,"Eugene Cunningham",Institutional,Yes
IND46331,"Annie Knight",73,1007,02/09/96,"Jerry Green",European,"Graphic designer",High,Gold,194912.82,14289.28,2,3876.36,322239.51,397157.76,268255.68,63301.37,8151.82,1705763.21,2,2,Male,"Joe Carroll",Institutional,No
IND25095,"Stephen Jordan",43,15224,15/10/95,"Gregory Simmons",Asian,"Media manager ii",Low,Gold,59131.74,9959.66,1,1710.54,820453.73,1166648.17,228066.56,389467.51,31424.52,1377643.79,3,3,Male,"Steve Sanchez","Private Bank",No
IND87283,"Rachel Snyder",22,38059,09/10/06,"James Castillo",Asian,"Database administrator i",High,Silver,69983.46,45892.74,1,5292.97,318410.85,891613.21,517135.66,426904.4,50264.61,751781.69,3,2,Female,"Lawrence Sanchez","Private Bank",No
IND96588,"Daniel Johnson",84,41448,10/08/08,"Douglas Tucker",American,"Office assistant iii",High,Gold,210247.91,13843.76,1,970.85,1466637.93,2350808.69,407473.51,1426470.71,75744.5,1547360.55,2,2,Male,"Peter Castillo","Private Bank",No
IND44048,"Donna Reid",70,8057,05/09/21,"Jonathan Hawkins",American,"Vp accounting",Mid,Jade,242469.24,26585.24,1,5095.5,783262.95,41509.99,40997.52,7892.02,20251.93,533964.7,0,3,Female,"Victor Gutierrez","Private Bank",No
IND15363,"Juan Riley",56,1496,26/06/00,"Nicholas Cunningham",Asian,"Programmer iii",High,Gold,146380.61,15563.67,1,5958.39,338237.2,665273.41,175308.53,142584.27,65572.5,1196080.23,2,2,Male,"Carl Anderson","Private Bank",No
IND28655,"Donna Robertson",62,13837,03/04/19,"Paul Holmes",Asian,"Occupational therapist",High,Jade,189942.07,14572.9,3,690.75,363101.74,97468.62,98671.94,13862.2,36494.23,1207066.04,3,2,Female,"Nicholas Ward","Private Bank",No
IND71338,"Robin Hawkins",47,36561,21/07/11,"Dennis Ruiz",American,"Information systems manager",Mid,Jade,50793.9,26256.45,2,1853.87,247586.63,257863.78,157583.42,130221.21,26028.49,126120.75,0,1,Male,"Fred Bryant",Commercial,No
IND18100,"Timothy Harrison",57,35813,21/12/12,"Paul Holmes",Asian,"Database administrator iii",Mid,Jade,388875.54,6121.57,1,1164.89,504681.83,152384.27,173299.76,67766.18,42886.55,175106.32,1,4,Male,"Ryan Taylor",Commercial,No
IND35375,"Sharon Johnston",62,6553,16/01/02,"Jonathan Hawkins",American,"Web designer ii",High,Gold,231903.49,7407.72,1,317.83,670385.28,537536.44,190104.35,321145.24,13484.96,125841.84,1,2,Male,"Sean Vasquez",Retail,No
IND77446,"Timothy Myers",30,23496,20/04/05,"Paul Holmes",American,"Associate professor",Mid,Silver,70262.85,18440.98,2,4643.48,172240.45,474980.57,209110.94,94996.11,3304.48,166402.69,2,1,Female,"Nicholas Morrison",Institutional,No
IND57619,"Carl Bailey",68,30677,04/02/14,"Shawn Long",Asian,Recruiter,High,Gold,173669.62,26695.2,1,6116.89,936230.84,524300.8,207372.7,163667.93,874.59,230184.26,1,2,Male,"Jack Phillips","Private Bank",No
IND32973,"Annie Reyes",34,38399,16/06/05,"Steve Diaz",European,Recruiter,Mid,Platinum,150110.25,30599,3,2879.07,948876.15,365701.59,208514.07,75225.46,10319.28,385864.35,0,2,Male,"Juan Ramirez",Commercial,No
IND91469,"Teresa Ryan",33,11471,03/10/03,"Stephen Payne",Asian,"Computer systems analyst ii",High,Silver,49991.15,1875.06,1,107.72,243590.88,829387.33,581280.01,150565.7,15509.64,504766.68,2,1,Male,"Gregory Boyd",Retail,No
IND66158,"Tammy Kennedy",78,24930,06/11/14,"Joshua Little",European,"Health coach ii",Mid,Jade,305897.02,45816.36,1,4924.51,715867.89,97927.53,88010.82,34510.16,32039.68,1358921.53,3,2,Male,"Victor Dean",Retail,No
IND79633,"Samuel Gilbert",54,32020,20/11/02,"Jesse Evans",European,"Geologist i",High,Jade,154578.81,36643.6,1,1538.87,420382.39,634688.83,425121.76,187532.59,34511.84,741431.88,3,2,Male,"Jeremy Porter",Retail,Yes
IND24344,"David Jackson",49,28281,10/08/19,"Shawn Cook",Asian,"Safety technician iii",Low,Jade,207038.15,15002.9,3,4638.25,626080.13,1095366.7,238123.2,333372.47,63777.25,1391370.72,1,2,Male,"Ernest Knight",Institutional,No
IND54434,"Brian Morgan",82,27563,28/07/18,"Jeremy Vasquez",European,"Database administrator iv",High,Silver,184429.71,38928.3,1,1373.99,1098051.01,0,0,0,65346.66,613427.08,0,2,Male,"Eric Shaw",Institutional,No
IND38076,"Dennis Oliver",83,30285,06/02/12,"Nicholas Cunningham",European,"Cost accountant",Mid,Silver,257268.63,32310.64,1,1211.14,617259.38,128258.48,123983.2,64642.27,25494.5,714631.8,0,3,Female,"Joe Carroll","Private Bank",No
IND78584,"Bruce Lopez",84,39386,16/03/02,"Bruce Porter",American,"Database administrator ii",Mid,Jade,125954.56,40762.26,1,371.71,270980.23,921518.12,444004.18,421301.33,45859.24,1382971.92,0,2,Female,"Steve Sanchez","Private Bank",No
IND42885,"David Grant",46,33468,18/12/01,"Ernest Rivera",American,"Office assistant i",High,Silver,295097.53,68695.54,1,2619.59,698016.6,1133099.27,365896.64,618955.47,78642.39,305529.17,2,4,Female,"Lawrence Sanchez","Private Bank",No
IND61947,"Peter Weaver",49,27724,01/10/08,"Ernest Rivera",European,"Media manager iii",Mid,Jade,136269.28,12691.6,1,1487.82,393333.96,106097.87,144512.61,35341.57,8706.96,48762.69,1,1,Female,"Peter Castillo","Private Bank",No
IND22902,"Jennifer Fields",44,36843,25/08/02,"Joe Price",American,"Account representative ii",High,Silver,99093.14,19900.34,3,3501.42,825497.62,73608.21,41220.6,19108.69,18445.77,167447.74,0,2,Female,"Victor Gutierrez","Private Bank",No
IND36415,"Bruce Washington",80,9429,14/06/17,"Anthony Berry",European,"Account representative iv",High,Silver,484083.74,31756.02,2,7886.24,1153726.52,1312296.5,320324.34,499085.99,59339.02,754215.38,2,5,Female,"Daniel Carroll","Private Bank",No
IND17053,"Thomas Evans",25,34916,07/05/02,"Jason Duncan",Australian,"Marketing manager",Mid,Silver,84045.31,19776.5,3,1544.03,120289.31,34566.96,22057.01,5757.87,18889.76,204607.2,1,1,Male,"Carl Anderson","Private Bank",No
IND93602,"Harry Burke",32,39275,15/09/12,"Raymond Alexander",European,"Internal auditor",High,Jade,105267.75,32879.5,2,3408.6,96089.65,473972.24,374188.61,149675.45,8513.43,1153379.33,3,2,Female,"Nicholas Ward",Commercial,No
IND87324,"Lawrence Myers",18,8724,21/08/09,"Jesse Evans",American,"Business systems development analyst",Mid,Jade,102526.04,21319.59,1,4925.55,219431.07,1531869.09,746040.14,283495.25,40830.11,216820.87,1,1,Female,"Victor Dean",Commercial,No
IND86489,"Timothy Wheeler",67,41661,07/06/01,"Victor Martinez",European,"Programmer analyst iii",High,Jade,124351.92,24996.8,2,4314.62,473165.56,1159087.33,240565.3,556799.31,17240.69,289790.86,1,1,Male,"Jeremy Porter",Retail,No
IND33219,"Cheryl Long",82,18702,29/01/15,"James Castillo",Asian,"Vp quality control",Mid,Silver,109519.65,7229.99,2,1381.02,229627.09,44965.24,11339.06,18599.97,29041.18,89790.87,0,1,Female,"Ernest Knight",Institutional,No
IND92525,"Christina Evans",32,30792,06/05/05,"Joe Price",Australian,"Administrative assistant i",Mid,Silver,62681.88,19043.75,1,2323.06,453629.39,235700.92,129743.63,102929.94,16167.7,354073.42,2,1,Male,"Eric Shaw","Private Bank",No
IND57611,"Jane Montgomery",71,42908,16/09/00,"Gregory Simmons",Asian,"Media manager iv",High,Gold,51317.5,11454.25,1,2324.6,419785.89,178265.14,66471.75,75294.36,24748.44,441110.85,1,1,Male,"Kevin Kim",Commercial,No
IND33962,"Rebecca Simmons",39,10486,30/09/18,"Steve Diaz",European,"Assistant media planner",Low,Silver,23368.69,6392.88,2,1024.1,244356.23,58857.68,67835.97,21707.51,5802.2,168890.03,0,1,Male,"Victor Rogers",Retail,No
IND21399,"Kathy Larson",36,26631,04/04/11,"Jason Duncan",European,"Database administrator ii",High,Silver,42638.7,15049.8,1,1793.83,161088.83,80407.61,32758.66,37910.7,8061.53,195265.57,2,1,Male,"Joe Carroll",Retail,No
IND51180,"Janet Weaver",44,25668,22/02/13,"Shawn Long",European,"Staff scientist",Mid,Jade,144947.04,21712.4,2,1105.52,361603.01,129506.13,62262.56,155033.78,391.87,441428.21,3,1,Female,"Steve Sanchez",Institutional,No
IND34917,"Ralph Barnes",44,32102,04/02/07,"Adam Hernandez",Asian,"Vp accounting",Low,Jade,89651.54,34484.4,1,1441.04,75730.25,227310.08,237642.36,73669.13,8620.43,663583.24,0,2,Female,"Lawrence Sanchez",Institutional,No
IND27808,"Shawn Fields",38,15445,16/01/06,"Roy Rice",European,"Systems administrator ii",High,Silver,212433.24,12492.15,1,5253.34,1302281.95,1339990.63,304543.32,575586.88,68816.64,1344634.39,1,2,Male,"Victor Gutierrez","Private Bank",Yes
IND68013,"Phyllis Reed",26,37130,06/07/12,"Benjamin Kim",European,"Web developer iii",Low,Silver,432392.22,57262.6,2,583.85,1484948.05,1553625.54,797807.71,589817.84,27489.31,2376662.16,2,4,Female,"Daniel Carroll","Private Bank",No
IND91167,"Sara Daniels",34,30124,07/01/13,"Mark Montgomery",European,"Chemical engineer",Low,Silver,245839.9,5995.99,2,3888.98,45681.04,133610.01,96496.12,178097.2,23080.23,453420.75,3,3,Male,"Nicholas Ward","Private Bank",Yes
IND41224,"Cynthia Gibson",79,29383,11/02/04,"Roger Alexander",European,"Web developer i",Mid,Jade,332853.44,11742.18,2,2923.25,195457.28,128811.01,62105.31,124256.62,15412.03,406706.78,3,5,Male,"Ryan Taylor","Private Bank",No
IND21599,"Diane Clark",70,41404,13/09/07,"Ernest Rivera",Australian,"Account representative ii",Low,Jade,191832.93,61192.8,1,3854.45,1131108.23,991058.22,444267.48,233753.04,29654.82,209853.4,0,4,Male,"Nicholas Morrison",Commercial,No
IND84384,"Michael Martin",56,35879,21/08/14,"Joe Price",European,"Geologist iii",High,Silver,204170.6,18233.8,1,4209.73,902243.04,244609.52,86456.81,139343.08,38402.73,773583.49,1,2,Female,"Juan Ramirez",Institutional,Yes
IND18979,"Brian Stevens",17,1628,10/02/19,"Gregory Simmons",European,"Electrical engineer",Mid,Jade,149316.84,26054.4,1,1924.06,232953.77,184556.23,57942.07,86162.01,720.34,973020.79,3,2,Female,"Gregory Boyd","Private Bank",No
IND49334,"Russell Alvarez",59,25347,02/07/99,"Jeremy Vasquez",European,"Vp sales",High,Gold,114353.96,8347.6,2,4164.17,47289.2,974941.36,441973.42,168469.87,50440.46,735249.72,3,1,Female,"Victor Dean",Commercial,No
IND13115,"Frank Gilbert",83,15103,14/07/16,"Raymond Alexander",African,"Statistician iii",Mid,Jade,127319.91,21277.3,1,2700.11,498813.28,1415618.53,713052.3,167777.01,35231.19,716817.82,3,2,Female,"Jeremy Porter",Retail,No
IND94544,"Joe Henderson",67,10301,04/09/21,"Jerry Green",American,Teacher,Low,Jade,338354.24,41769.3,1,3435.55,702584.28,1354185.49,837320.8,237654.39,6855.6,2041772.58,3,3,Male,"Joe Carroll",Institutional,No
IND96395,"Joshua Pierce",72,23106,10/12/18,"Keith Griffin",Australian,"Nuclear power engineer",Low,Jade,433576.04,24844.02,1,4593.75,1058012.16,0,0,0,57862.07,1484760.1,0,5,Male,"Steve Sanchez",Institutional,No
IND50912,"Cynthia Porter",65,12833,03/10/21,"Paul Larson",American,Teacher,Mid,Jade,21648.31,5792.85,2,879.53,271617.04,130679.29,196018.94,30989.66,13377.72,372718.74,2,1,Female,"Lawrence Sanchez","Private Bank",No
IND83055,"Denise Gordon",22,21573,07/10/09,"Joshua Bennett",European,"Physical therapy assistant",High,Silver,201624.36,35242.02,1,2743.77,215325.36,114548.56,50579.89,108984.78,27108.91,1162702.65,0,2,Male,"Peter Castillo","Private Bank",No
IND66871,"Martin Scott",61,24732,25/07/05,"Joe Price",Asian,"Engineer ii",Low,Gold,68974.16,46500.62,1,6257.07,488280.26,492769.95,174853.85,138770.38,78995.16,1671574.93,2,2,Male,"Daniel Carroll","Private Bank",No
IND50172,"Laura Dean",32,21266,07/05/06,"Anthony Torres",European,"Accountant ii",High,Silver,158182.07,8128,1,2537.22,385054.21,670840.54,647970.98,93765.21,34929.1,901834.14,2,2,Female,"Carl Anderson","Private Bank",Yes
IND25256,"Jeremy Thomas",64,10559,17/06/03,"Adam Hernandez",Asian,"Clinical specialist",Low,Gold,363674.06,48830.25,1,2388.75,547854.38,1958573.44,423051.86,697722.2,32338.13,1639786.88,1,3,Female,"Nicholas Ward","Private Bank",No
